,Filename,Polycount,Non-Manifold Parts,Self Intersecting Parts
101,vh_f_blood_vasculature-20.fbx,53230,"['VH_F_central_retinal_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_inferior_mesenteric_vein', 'VH_F_ileocolic_artery', 'VH_F_splenic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery']","['VH_F_ophthalmic_vein_L', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_middle_colic_artery', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_anterior_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']"
102,vh_f_blood_vasculature-40.fbx,107771,"['VH_F_central_retinal_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_opthalmic_artery_R', 'VH_F_inferior_mesenteric_vein', 'VH_F_ileocolic_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_splenic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery']","['VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_opthalmic_artery_R', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_middle_colic_vein', 'VH_F_middle_colic_artery', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_anterior_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_left_posterior_descending_branch_of_circumflex_branch_of_l', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']"
103,vh_f_blood_vasculature-80.fbx,219479,"['VH_F_central_retinal_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_left_common_iliac_vein', 'VH_F_right_colic_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_ileocolic_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_splenic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_opthalmic_artery_R', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_middle_colic_vein', 'VH_F_internal_pudendal_vein_L', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_middle_colic_artery', 'VH_F_left_hepatic_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_anterior_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']"
104,vh_f_fallopian_tube_l-100.fbx,17208,[],"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']"
105,vh_f_fallopian_tube_l-20.fbx,3340,['VH_F_fibria_of_uterine_tube_L'],"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']"
106,vh_f_fallopian_tube_l-40.fbx,6780,[],"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']"
107,vh_f_fallopian_tube_l-80.fbx,13746,[],"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_fibria_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']"
108,vh_f_fallopian_tube_r-100.fbx,16248,[],"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']"
109,vh_f_fallopian_tube_r-20.fbx,3160,[],"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']"
110,vh_f_fallopian_tube_r-40.fbx,6408,[],"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']"
111,vh_f_fallopian_tube_r-80.fbx,12921,[],"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']"
112,vh_f_heart-100.fbx,85711,['VH_F_papillary_muscle_of_heart_ant'],"['VH_F_left_cardiac_atrium', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']"
113,vh_f_heart-20.fbx,17052,['VH_F_papillary_muscle_of_heart_ant'],"['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']"
114,vh_f_heart-40.fbx,34214,['VH_F_papillary_muscle_of_heart_ant'],"['VH_F_left_cardiac_atrium', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']"
115,vh_f_heart-80.fbx,68598,['VH_F_papillary_muscle_of_heart_ant'],"['VH_F_left_cardiac_atrium', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']"
116,vh_f_kidney_l-100.fbx,72282,[],"['VH_F_kidney_capsule_L', 'VH_F_hilum_of_kidney_L', 'VH_F_renal_column_L']"
117,vh_f_kidney_l-20.fbx,14335,[],"['VH_F_kidney_capsule_L', 'VH_F_hilum_of_kidney_L', 'VH_F_renal_column_L']"
118,vh_f_kidney_l-40.fbx,28789,[],"['VH_F_kidney_capsule_L', 'VH_F_hilum_of_kidney_L', 'VH_F_renal_column_L']"
119,vh_f_kidney_l-80.fbx,57744,[],"['VH_F_kidney_capsule_L', 'VH_F_hilum_of_kidney_L', 'VH_F_renal_column_L']"
120,vh_f_kidney_r-100.fbx,74274,['VH_F_renal_column_R'],"['VH_F_hilum_of_kidney_R', 'VH_F_outer_cortex_of_kidney_R', 'VH_F_renal_column_R']"
121,vh_f_kidney_r-20.fbx,14750,['VH_F_renal_column_R'],"['VH_F_hilum_of_kidney_R', 'VH_F_outer_cortex_of_kidney_R', 'VH_F_renal_column_R']"
122,vh_f_kidney_r-40.fbx,29592,['VH_F_renal_column_R'],"['VH_F_hilum_of_kidney_R', 'VH_F_outer_cortex_of_kidney_R', 'VH_F_renal_column_R']"
123,vh_f_kidney_r-80.fbx,59343,['VH_F_renal_column_R'],"['VH_F_hilum_of_kidney_R', 'VH_F_outer_cortex_of_kidney_R', 'VH_F_renal_column_R']"
124,vh_f_knee_l-100.fbx,17862,"['VH_F_posterior_cruciate_enthesis_L', 'VH_F_trochlear_groove_L', 'VH_F_articular_cartilage_of_knee_L']","['VH_F_anterior_cruciate_enthesis_L', 'VH_F_intercondylar_fossa_L', 'VH_F_lateral_epicondylar_enthesis_L', 'VH_F_medial_epicondylar_enthesis_L', 'VH_F_lateral_condyle_of_femur_inf_L', 'VH_F_lateral_condyle_of_femur_frontal_L', 'VH_F_distal_most_point_of_medial_condyle_L', 'VH_F_medial_condyle_of_left_femur_sup', 'VH_F_articular_cartilage_of_knee_L', 'VH_F_femur_L']"
125,vh_f_knee_l-20.fbx,3467,['VH_F_trochlear_groove_L'],"['VH_F_anterior_cruciate_enthesis_L', 'VH_F_posterior_cruciate_enthesis_L', 'VH_F_lateral_epicondylar_enthesis_L', 'VH_F_articular_cartilage_of_knee_L', 'VH_F_femur_L']"
126,vh_f_knee_l-40.fbx,7041,['VH_F_trochlear_groove_L'],"['VH_F_anterior_cruciate_enthesis_L', 'VH_F_posterior_cruciate_enthesis_L', 'VH_F_intercondylar_fossa_L', 'VH_F_medial_epicondylar_enthesis_L', 'VH_F_medial_condyle_of_left_femur_sup', 'VH_F_articular_cartilage_of_knee_L', 'VH_F_femur_L']"
127,vh_f_knee_l-80.fbx,14225,"['VH_F_posterior_cruciate_enthesis_L', 'VH_F_trochlear_groove_L']","['VH_F_anterior_cruciate_enthesis_L', 'VH_F_intercondylar_fossa_L', 'VH_F_lateral_condyle_of_femur_frontal_L', 'VH_F_articular_cartilage_of_knee_L', 'VH_F_femur_L']"
128,vh_f_knee_r-100.fbx,17862,"['VH_F_trochlear_groove_R', 'VH_F_lateral_condyle_of_femur_sup_R', 'VH_F_posterior_cruciate_enthesis_R']","['VH_F_medial_condyle_of_right_femur_sup', 'VH_F_lateral_condyle_of_femur_inf_R', 'VH_F_lateral_condyle_of_femur_frontal_R', 'VH_F_distal_most_point_of_medial_condyle_R', 'VH_F_articular_cartilage_of_knee_R', 'VH_F_anterior_cruciate_enthesis_R', 'VH_F_intercondylar_fossa_R', 'VH_F_lateral_epicondylar_enthesis_R', 'VH_F_medial_epicondylar_enthesis_R', 'VH_F_femur_R']"
129,vh_f_knee_r-20.fbx,3461,"['VH_F_trochlear_groove_R', 'VH_F_lateral_condyle_of_femur_sup_R']","['VH_F_articular_cartilage_of_knee_R', 'VH_F_posterior_cruciate_enthesis_R', 'VH_F_anterior_cruciate_enthesis_R', 'VH_F_intercondylar_fossa_R', 'VH_F_femur_R']"
130,vh_f_knee_r-40.fbx,7044,"['VH_F_trochlear_groove_R', 'VH_F_lateral_condyle_of_femur_sup_R']","['VH_F_distal_most_point_of_medial_condyle_R', 'VH_F_articular_cartilage_of_knee_R', 'VH_F_posterior_cruciate_enthesis_R', 'VH_F_anterior_cruciate_enthesis_R', 'VH_F_intercondylar_fossa_R', 'VH_F_medial_epicondylar_enthesis_R', 'VH_F_femur_R']"
131,vh_f_knee_r-80.fbx,14225,"['VH_F_trochlear_groove_R', 'VH_F_lateral_condyle_of_femur_sup_R', 'VH_F_posterior_cruciate_enthesis_R']","['VH_F_lateral_condyle_of_femur_frontal_R', 'VH_F_anterior_cruciate_enthesis_R', 'VH_F_intercondylar_fossa_R', 'VH_F_lateral_epicondylar_enthesis_R', 'VH_F_medial_epicondylar_enthesis_R', 'VH_F_femur_R']"
132,vh_f_liver-100.fbx,93301,['VH_F_coronary_ligament_of_liver'],"['VH_F_gastric_impression_of_liver', 'VH_F_suprarenal_impression_of_liver', 'VH_F_renal_impression_of_liver', 'VH_F_duodenal_impression_of_liver', 'VH_F_esophageal_impression_of_liver', 'VH_F_porta_hepatis', 'VH_F_colic_impression_of_liver', 'VH_F_bare_area_of_liver', 'VH_F_diaphragmatic_surface_of_liver', 'VH_F_left_anterolateral_segment', 'VH_F_left_superomedial_segment', 'VH_F_left_superomedial_segment1', 'VH_F_quadrate_lobe', 'VH_F_left_inferomedial_segment', 'VH_F_right_anterosuperior_segment', 'VH_F_right_posteroinferior_segment', 'VH_F_right_posterosuperior_segment', 'VH_F_right_anteroinferior_segment', 'VH_F_caudate_lobe', 'VH_F_triangular_ligament_of_liver']"
133,vh_f_liver-20.fbx,17826,['VH_F_coronary_ligament_of_liver'],"['VH_F_gastric_impression_of_liver', 'VH_F_suprarenal_impression_of_liver', 'VH_F_renal_impression_of_liver', 'VH_F_esophageal_impression_of_liver', 'VH_F_porta_hepatis', 'VH_F_colic_impression_of_liver', 'VH_F_bare_area_of_liver', 'VH_F_diaphragmatic_surface_of_liver', 'VH_F_left_anterolateral_segment', 'VH_F_left_superomedial_segment', 'VH_F_left_superomedial_segment1', 'VH_F_quadrate_lobe', 'VH_F_left_inferomedial_segment', 'VH_F_right_anterosuperior_segment', 'VH_F_right_posterosuperior_segment', 'VH_F_right_anteroinferior_segment', 'VH_F_caudate_lobe']"
134,vh_f_liver-40.fbx,36456,['VH_F_coronary_ligament_of_liver'],"['VH_F_gastric_impression_of_liver', 'VH_F_suprarenal_impression_of_liver', 'VH_F_renal_impression_of_liver', 'VH_F_duodenal_impression_of_liver', 'VH_F_esophageal_impression_of_liver', 'VH_F_colic_impression_of_liver', 'VH_F_bare_area_of_liver', 'VH_F_diaphragmatic_surface_of_liver', 'VH_F_left_anterolateral_segment', 'VH_F_left_superomedial_segment', 'VH_F_left_superomedial_segment1', 'VH_F_quadrate_lobe', 'VH_F_left_inferomedial_segment', 'VH_F_right_anterosuperior_segment', 'VH_F_right_posteroinferior_segment', 'VH_F_right_anteroinferior_segment', 'VH_F_caudate_lobe', 'VH_F_triangular_ligament_of_liver']"
135,vh_f_liver-80.fbx,74239,['VH_F_coronary_ligament_of_liver'],"['VH_F_gastric_impression_of_liver', 'VH_F_suprarenal_impression_of_liver', 'VH_F_renal_impression_of_liver', 'VH_F_duodenal_impression_of_liver', 'VH_F_esophageal_impression_of_liver', 'VH_F_porta_hepatis', 'VH_F_colic_impression_of_liver', 'VH_F_bare_area_of_liver', 'VH_F_diaphragmatic_surface_of_liver', 'VH_F_left_anterolateral_segment', 'VH_F_left_superomedial_segment', 'VH_F_left_superomedial_segment1', 'VH_F_quadrate_lobe', 'VH_F_left_inferomedial_segment', 'VH_F_right_anterosuperior_segment', 'VH_F_right_posteroinferior_segment', 'VH_F_right_anteroinferior_segment', 'VH_F_caudate_lobe', 'VH_F_triangular_ligament_of_liver']"
136,vh_f_ovary_l-100.fbx,424,[],[]
137,vh_f_ovary_l-20.fbx,84,[],[]
138,vh_f_ovary_l-40.fbx,168,[],[]
139,vh_f_ovary_l-80.fbx,338,[],[]
140,vh_f_ovary_r-100.fbx,410,[],[]
141,vh_f_ovary_r-20.fbx,82,[],[]
142,vh_f_ovary_r-40.fbx,164,[],[]
143,vh_f_ovary_r-80.fbx,328,[],[]
144,vh_f_pancreas-100.fbx,11483,[],"['VH_F_body_of_pancreas', 'VH_F_uncinate_process', 'VH_F_head_of_pancreas', 'VH_F_neck_of_pancreas']"
145,vh_f_pancreas-20.fbx,2233,[],[]
146,vh_f_pancreas-40.fbx,4529,[],"['VH_F_uncinate_process', 'VH_F_neck_of_pancreas']"
147,vh_f_pancreas-80.fbx,9139,[],"['VH_F_body_of_pancreas', 'VH_F_uncinate_process', 'VH_F_head_of_pancreas', 'VH_F_neck_of_pancreas']"
148,vh_f_pelvis-100.fbx,87457,[],"['VH_F_pubis_spongy_bone_L', 'VH_F_ilium_spongy_bone_R', 'VH_F_ischium_spongy_bone_L']"
149,vh_f_pelvis-20.fbx,17423,[],[]
150,vh_f_pelvis-40.fbx,34929,[],['VH_F_ischium_spongy_bone_L']
151,vh_f_pelvis-80.fbx,69934,[],"['VH_F_pubis_spongy_bone_L', 'VH_F_ilium_spongy_bone_R', 'VH_F_ischium_spongy_bone_L']"
152,vh_f_placenta-100.fbx,185066,[],"['VH_F_basal_plate', 'VH_F_chorionic_plate', 'VH_F_placenta_vessels', 'VH_F_umbilical_cord']"
153,vh_f_placenta-20.fbx,37023,[],['VH_F_placenta_vessels']
154,vh_f_placenta-40.fbx,74108,[],"['VH_F_basal_plate', 'VH_F_placenta_vessels']"
155,vh_f_placenta-80.fbx,148287,[],"['VH_F_basal_plate', 'VH_F_chorionic_plate', 'VH_F_placenta_vessels']"
156,vh_f_small_intestine-100.fbx,43305,[],"['VH_F_duodenal_ampulla', 'VH_F_duodenum_descending', 'VH_F_duodenum_ascending', 'VH_F_duodenum_horizontal', 'VH_F_jejenum', 'VH_F_ileum_terminal', 'VH_F_ileum']"
157,vh_f_small_intestine-20.fbx,8561,[],"['VH_F_duodenal_ampulla', 'VH_F_duodenum_descending', 'VH_F_duodenum_ascending', 'VH_F_duodenum_horizontal', 'VH_F_jejenum', 'VH_F_ileum_terminal', 'VH_F_ileum']"
158,vh_f_small_intestine-40.fbx,17198,[],"['VH_F_duodenal_ampulla', 'VH_F_duodenum_superior', 'VH_F_duodenum_descending', 'VH_F_duodenum_ascending', 'VH_F_duodenum_horizontal', 'VH_F_jejenum', 'VH_F_ileum_terminal', 'VH_F_ileum']"
159,vh_f_small_intestine-80.fbx,34561,[],"['VH_F_duodenal_ampulla', 'VH_F_duodenum_descending', 'VH_F_duodenum_ascending', 'VH_F_duodenum_horizontal', 'VH_F_jejenum', 'VH_F_ileum_terminal', 'VH_F_ileum']"
160,vh_f_spinal_cord-100.fbx,272196,"['VH_F_C1_segment_of_cervical_spinal_cord', 'VH_F_fourth_sacral_spinal_cord_segment']","['VH_F_second_sacral_spinal_cord_segment', 'VH_F_fourth_sacral_spinal_cord_segment']"
161,vh_f_spinal_cord-20.fbx,50573,[],"['VH_F_second_sacral_spinal_cord_segment', 'VH_F_third_sacral_spinal_cord_segment']"
162,vh_f_spinal_cord-40.fbx,105574,[],"['VH_F_second_sacral_spinal_cord_segment', 'VH_F_third_sacral_spinal_cord_segment', 'VH_F_fourth_sacral_spinal_cord_segment']"
163,vh_f_spinal_cord-80.fbx,216357,"['VH_F_C1_segment_of_cervical_spinal_cord', 'VH_F_third_sacral_spinal_cord_segment', 'VH_F_fourth_sacral_spinal_cord_segment']","['VH_F_second_sacral_spinal_cord_segment', 'VH_F_fourth_sacral_spinal_cord_segment']"
164,vh_f_spleen-100.fbx,8549,[],"['VH_F_gastric_surface_of_spleen', 'VH_F_colic_surface_of_spleen', 'VH_F_hilum_of_spleen', 'VH_F_renal_surface_of_spleen']"
165,vh_f_spleen-20.fbx,1620,[],"['VH_F_gastric_surface_of_spleen', 'VH_F_hilum_of_spleen', 'VH_F_renal_surface_of_spleen']"
166,vh_f_spleen-40.fbx,3312,[],"['VH_F_gastric_surface_of_spleen', 'VH_F_hilum_of_spleen', 'VH_F_renal_surface_of_spleen']"
167,vh_f_spleen-80.fbx,6766,[],"['VH_F_gastric_surface_of_spleen', 'VH_F_colic_surface_of_spleen', 'VH_F_hilum_of_spleen', 'VH_F_renal_surface_of_spleen']"
168,vh_f_thymus-100.fbx,3863,[],['VH_F_thymus_lobe_L']
169,vh_f_thymus-20.fbx,772,[],[]
170,vh_f_thymus-40.fbx,1544,[],[]
171,vh_f_thymus-80.fbx,3090,[],['VH_F_thymus_lobe_L']
172,vh_f_ureter_l-100.fbx,36852,"['VH_F_minor_calyx_L_d', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_d']","['VH_F_minor_calyx_L_a', 'VH_F_minor_calyx_L_b', 'VH_F_minor_calyx_L_c', 'VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_e', 'VH_F_minor_calyx_L_f', 'VH_F_minor_calyx_L_g', 'VH_F_minor_calyx_L_h', 'VH_F_minor_calyx_L_i', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_a', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_c', 'VH_F_major_calyx_L_d', 'VH_F_renal_papilla_L_f', 'VH_F_renal_pelvis_L']"
173,vh_f_ureter_l-20.fbx,7101,"['VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_d']","['VH_F_minor_calyx_L_a', 'VH_F_minor_calyx_L_b', 'VH_F_minor_calyx_L_c', 'VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_e', 'VH_F_minor_calyx_L_f', 'VH_F_minor_calyx_L_g', 'VH_F_minor_calyx_L_h', 'VH_F_minor_calyx_L_i', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_a', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_c', 'VH_F_major_calyx_L_d', 'VH_F_renal_pelvis_L']"
174,vh_f_ureter_l-40.fbx,14430,"['VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_d']","['VH_F_minor_calyx_L_a', 'VH_F_minor_calyx_L_b', 'VH_F_minor_calyx_L_c', 'VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_e', 'VH_F_minor_calyx_L_f', 'VH_F_minor_calyx_L_g', 'VH_F_minor_calyx_L_h', 'VH_F_minor_calyx_L_i', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_a', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_c', 'VH_F_major_calyx_L_d', 'VH_F_renal_pelvis_L']"
175,vh_f_ureter_l-80.fbx,29249,"['VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_d']","['VH_F_minor_calyx_L_a', 'VH_F_minor_calyx_L_b', 'VH_F_minor_calyx_L_c', 'VH_F_minor_calyx_L_d', 'VH_F_minor_calyx_L_e', 'VH_F_minor_calyx_L_f', 'VH_F_minor_calyx_L_g', 'VH_F_minor_calyx_L_h', 'VH_F_minor_calyx_L_i', 'VH_F_minor_calyx_L_j', 'VH_F_major_calyx_L_a', 'VH_F_major_calyx_L_b', 'VH_F_major_calyx_L_c', 'VH_F_major_calyx_L_d', 'VH_F_renal_pelvis_L']"
176,vh_f_ureter_r-100.fbx,33198,"['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_f']","['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_b', 'VH_F_minor_calyx_R_c', 'VH_F_minor_calyx_R_d', 'VH_F_minor_calyx_R_e', 'VH_F_minor_calyx_R_f', 'VH_F_minor_calyx_R_g', 'VH_F_minor_calyx_R_h', 'VH_F_minor_calyx_R_i', 'VH_F_minor_calyx_R_j', 'VH_F_major_calyx_R_a', 'VH_F_major_calyx_R_b', 'VH_F_major_calyx_R_c', 'VH_F_renal_pelvis_R']"
177,vh_f_ureter_r-20.fbx,6456,[],"['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_b', 'VH_F_minor_calyx_R_c', 'VH_F_minor_calyx_R_d', 'VH_F_minor_calyx_R_e', 'VH_F_minor_calyx_R_f', 'VH_F_minor_calyx_R_g', 'VH_F_minor_calyx_R_h', 'VH_F_minor_calyx_R_i', 'VH_F_minor_calyx_R_j', 'VH_F_major_calyx_R_a', 'VH_F_major_calyx_R_b', 'VH_F_major_calyx_R_c', 'VH_F_renal_pelvis_R']"
178,vh_f_ureter_r-40.fbx,13079,[],"['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_b', 'VH_F_minor_calyx_R_c', 'VH_F_minor_calyx_R_d', 'VH_F_minor_calyx_R_e', 'VH_F_minor_calyx_R_f', 'VH_F_minor_calyx_R_g', 'VH_F_minor_calyx_R_h', 'VH_F_minor_calyx_R_i', 'VH_F_minor_calyx_R_j', 'VH_F_major_calyx_R_a', 'VH_F_major_calyx_R_b', 'VH_F_major_calyx_R_c', 'VH_F_renal_pelvis_R']"
179,vh_f_ureter_r-80.fbx,26372,"['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_f']","['VH_F_minor_calyx_R_a', 'VH_F_minor_calyx_R_b', 'VH_F_minor_calyx_R_c', 'VH_F_minor_calyx_R_d', 'VH_F_minor_calyx_R_e', 'VH_F_minor_calyx_R_f', 'VH_F_minor_calyx_R_g', 'VH_F_minor_calyx_R_h', 'VH_F_minor_calyx_R_i', 'VH_F_minor_calyx_R_j', 'VH_F_major_calyx_R_a', 'VH_F_major_calyx_R_b', 'VH_F_major_calyx_R_c', 'VH_F_renal_pelvis_R']"
180,vh_f_urinary_bladder-100.fbx,41291,['VH_F_fundus_of_urinary_bladder_dome'],"['VH_F_fundus_of_urinary_bladder_dome', 'VH_F_urinary_bladder_neck_smooth_muscle', 'VH_F_trigone_of_urinary_bladder', 'VH_F_fundus_of_urinary_bladder_base']"
181,vh_f_urinary_bladder-20.fbx,7964,['VH_F_fundus_of_urinary_bladder_dome'],"['VH_F_fundus_of_urinary_bladder_dome', 'VH_F_urinary_bladder_neck_smooth_muscle', 'VH_F_trigone_of_urinary_bladder', 'VH_F_fundus_of_urinary_bladder_base']"
182,vh_f_urinary_bladder-40.fbx,16196,['VH_F_fundus_of_urinary_bladder_dome'],"['VH_F_fundus_of_urinary_bladder_dome', 'VH_F_urinary_bladder_neck_smooth_muscle', 'VH_F_trigone_of_urinary_bladder', 'VH_F_fundus_of_urinary_bladder_base']"
183,vh_f_urinary_bladder-80.fbx,32849,['VH_F_fundus_of_urinary_bladder_dome'],"['VH_F_fundus_of_urinary_bladder_dome', 'VH_F_urinary_bladder_neck_smooth_muscle', 'VH_F_trigone_of_urinary_bladder', 'VH_F_fundus_of_urinary_bladder_base']"
184,vh_f_uterus-100.fbx,37158,[],"['VH_F_body_of_uterus', 'VH_F_fundus_of_uterus', 'VH_F_lower_uterine_segment', 'VH_F_posterior_wall_of_uterus']"
185,vh_f_uterus-20.fbx,7208,[],"['VH_F_body_of_uterus', 'VH_F_fundus_of_uterus', 'VH_F_lower_uterine_segment', 'VH_F_anterior_wall_of_uterus']"
186,vh_f_uterus-40.fbx,14600,[],"['VH_F_body_of_uterus', 'VH_F_fundus_of_uterus', 'VH_F_lower_uterine_segment', 'VH_F_posterior_wall_of_uterus']"
187,vh_f_uterus-80.fbx,29556,[],"['VH_F_body_of_uterus', 'VH_F_fundus_of_uterus', 'VH_F_lower_uterine_segment']"
